Date,Category,Subcategory,Count,Days_To_Fix
2023-07-04,Quick Wins,Certificate Expiration Alerts,2,7
2023-07-04,Quick Wins,Basic Firewall Rule Optimization,1,5
2023-07-04,Major Projects,Enterprise Identity Management Platform,1,108
2023-07-04,Fill-ins,Email Signature Template Updates,2,1
2023-07-04,Fill-ins,Wi-Fi Password Distribution Updates,2,3
2023-07-04,Fill-ins,Simple Report Template Updates,2,2
2023-07-04,Fill-ins,Equipment Asset Tag Updates,2,1
2023-07-04,Fill-ins,Basic System Configuration Backups,4,2
2023-07-04,Fill-ins,Simple Calendar Template Updates,3,3
2023-07-04,Fill-ins,Simple User Guide Updates,3,3
2023-07-04,Thankless Tasks,Manual Quality Assurance Procedures,1,60
2023-07-04,Executive Support,C-Suite Technology Access Issues,1,1
2023-07-04,Executive Support,Board Meeting Technology Setup,1,1
2023-07-04,Executive Support,Board Room AV System Failures,2,1
2023-07-04,Business Operations,Vendor Payment Processing Issues,6,10
2023-07-04,Business Operations,Contract Management System Problems,1,3
2023-07-04,User Support High,Remote Access Critical VPN Problems,4,4
2023-07-04,User Support Standard,Software Installation Basic Help,6,1
2023-07-04,User Support Standard,Email Configuration Standard Support,1,2
2023-07-04,User Support Standard,VPN Connection Standard Help,6,2
2023-07-04,User Support Standard,File Access Standard Permission Issues,6,1
2023-07-04,User Support Standard,Phone System Basic Setup,1,1
2023-07-04,User Support Standard,Mobile Device Standard Configuration,5,2
2023-07-04,User Support Standard,Account Creation Standard Requests,2,1
2023-07-04,User Support Standard,Basic Training Standard Sessions,3,1
2023-07-05,Quick Wins,Load Balancer Health Checks,2,8
2023-07-05,Quick Wins,Basic Security Patch Automation,2,3
2023-07-05,Quick Wins,API Rate Limiting Implementation,2,5
2023-07-05,Quick Wins,Memory Usage Alert Thresholds,1,7
2023-07-05,Major Projects,Legacy System Complete Modernization,1,127
2023-07-05,Major Projects,Customer Data Platform Integration,1,121
2023-07-05,Fill-ins,Email Signature Template Updates,4,3
2023-07-05,Fill-ins,Basic Hardware Inventory Updates,1,3
2023-07-05,Fill-ins,Basic File Organization Tasks,4,1
2023-07-05,Thankless Tasks,Legacy Code Manual Refactoring,2,41
2023-07-05,Thankless Tasks,Manual Quality Assurance Procedures,1,54
2023-07-05,Executive Support,Executive Communication Platform Issues,2,1
2023-07-05,Business Operations,Purchase Order System Critical Failures,6,3
2023-07-05,Business Operations,Travel Booking System Major Problems,1,2
2023-07-05,User Support High,Sales Team Critical CRM Access Issues,1,2
2023-07-05,User Support High,Critical Project Team Tool Failures,2,2
2023-07-05,User Support High,Key Client Presentation System Issues,5,3
2023-07-05,User Support Standard,Password Reset Requests,2,2
2023-07-05,User Support Standard,Software Installation Basic Help,2,2
2023-07-05,User Support Standard,Email Configuration Standard Support,5,1
2023-07-06,Quick Wins,API Rate Limiting Implementation,3,5
2023-07-06,Major Projects,Mobile-First Application Complete Redesign,1,174
2023-07-06,Fill-ins,Desktop Wallpaper Standardization,5,1
2023-07-06,Fill-ins,Simple Form Template Updates,3,1
2023-07-06,Fill-ins,Meeting Room Equipment Basic Maintenance,1,2
2023-07-06,Fill-ins,Basic System Configuration Backups,3,2
2023-07-06,Thankless Tasks,Outdated System Manual Documentation,2,46
2023-07-06,User Support High,Department Manager System Access Issues,1,1
2023-07-06,User Support Standard,Software Installation Basic Help,3,2
2023-07-06,User Support Standard,VPN Connection Standard Help,3,2
2023-07-06,User Support Standard,File Access Standard Permission Issues,4,1
2023-07-06,User Support Standard,Mobile Device Standard Configuration,1,1
2023-07-06,User Support Standard,Account Creation Standard Requests,5,2
2023-07-07,Quick Wins,Password Policy Automation,1,8
2023-07-07,Quick Wins,API Rate Limiting Implementation,3,5
2023-07-07,Quick Wins,Memory Usage Alert Thresholds,1,5
2023-07-07,Quick Wins,Service Health Dashboard,2,3
2023-07-07,Quick Wins,Automated Error Log Analysis,3,4
2023-07-07,Quick Wins,Basic Firewall Rule Optimization,2,5
2023-07-07,Major Projects,Complete Cloud Infrastructure Migration,1,113
2023-07-07,Major Projects,Enterprise Content Management Overhaul,1,86
2023-07-07,Fill-ins,Desktop Wallpaper Standardization,5,3
2023-07-07,Fill-ins,Simple Report Template Updates,2,1
2023-07-07,Fill-ins,Basic System Configuration Backups,1,2
2023-07-07,Thankless Tasks,Outdated System Manual Documentation,4,15
2023-07-07,Thankless Tasks,Custom Manual Reporting Procedures,3,28
2023-07-07,Executive Support,Executive Communication Platform Issues,3,1
2023-07-07,Business Operations,Invoice Processing System Problems,1,7
2023-07-07,User Support High,Department Manager System Access Issues,3,3
2023-07-07,User Support Standard,Software Installation Basic Help,4,2
2023-07-07,User Support Standard,Printer Setup Basic Assistance,3,2
2023-07-07,User Support Standard,Mobile Device Standard Configuration,4,2
2023-07-08,Quick Wins,Database Connection Pooling,1,6
2023-07-08,Quick Wins,Memory Usage Alert Thresholds,6,8
2023-07-08,Quick Wins,Basic Firewall Rule Optimization,1,5
2023-07-08,Fill-ins,Basic Hardware Inventory Updates,6,1
2023-07-08,Fill-ins,Simple Form Template Updates,1,3
2023-07-08,Fill-ins,Equipment Cable Management,3,3
2023-07-08,User Support Standard,File Access Standard Permission Issues,5,1
2023-07-09,Quick Wins,Database Connection Pooling,2,4
2023-07-09,Quick Wins,Certificate Expiration Alerts,3,2
2023-07-09,Quick Wins,Basic Security Patch Automation,1,4
2023-07-09,Fill-ins,Meeting Room Equipment Basic Maintenance,4,2
2023-07-09,Fill-ins,Simple User Guide Updates,2,1
2023-07-09,Thankless Tasks,Manual Quality Assurance Procedures,1,57
2023-07-09,Executive Support,Executive Assistant Technology Problems,1,1
2023-07-09,Business Operations,Benefits Administration Critical Issues,4,4
2023-07-09,Business Operations,Expense Management Critical Issues,2,5
2023-07-09,Business Operations,Facilities Management Critical Problems,1,3
2023-07-09,User Support High,Production Team System Down Issues,1,2
2023-07-09,User Support Standard,Password Reset Requests,5,1
2023-07-10,Quick Wins,Automated Backup Monitoring,3,2
2023-07-10,Quick Wins,Database Connection Pooling,2,3
2023-07-10,Quick Wins,Network Bandwidth Monitoring,3,3
2023-07-10,Quick Wins,Automated Error Log Analysis,2,5
2023-07-10,Major Projects,ERP System Total Overhaul,1,92
2023-07-10,Fill-ins,Desktop Wallpaper Standardization,2,2
2023-07-10,Fill-ins,Printer Toner Replacement Scheduling,1,2
2023-07-10,Fill-ins,Wi-Fi Password Distribution Updates,5,1
2023-07-10,Fill-ins,Equipment Asset Tag Updates,3,3
2023-07-10,Fill-ins,Basic System Configuration Backups,2,1
2023-07-10,Fill-ins,Simple Calendar Template Updates,4,3
2023-07-10,Executive Support,Board Meeting Technology Setup,2,1
2023-07-10,Business Operations,Payroll Processing System Failures,2,9
2023-07-10,Business Operations,Vendor Payment Processing Issues,2,5
2023-07-10,User Support High,Customer Service Critical Tool Failures,2,4
2023-07-10,User Support High,Remote Access Critical VPN Problems,3,1
2023-07-10,User Support High,Department Manager System Access Issues,2,3
2023-07-10,User Support High,Key Client Presentation System Issues,1,4
2023-07-10,User Support Standard,Password Reset Requests,4,1
2023-07-10,User Support Standard,Software Installation Basic Help,8,2
2023-07-10,User Support Standard,Email Configuration Standard Support,11,1
2023-07-10,User Support Standard,Mobile Device Standard Configuration,7,1
2023-07-11,Quick Wins,Password Policy Automation,3,8
2023-07-11,Quick Wins,Self-Service Portal Implementation,2,5
2023-07-11,Quick Wins,Automated Backup Monitoring,6,2
2023-07-11,Quick Wins,Basic Security Patch Automation,1,4
2023-07-11,Quick Wins,Memory Usage Alert Thresholds,2,7
2023-07-11,Quick Wins,Network Bandwidth Monitoring,3,2
2023-07-11,Fill-ins,Printer Toner Replacement Scheduling,2,2
2023-07-11,Fill-ins,Simple Form Template Updates,5,1
2023-07-11,Fill-ins,Meeting Room Equipment Basic Maintenance,1,3
2023-07-11,Fill-ins,Wi-Fi Password Distribution Updates,2,1
2023-07-11,Fill-ins,Basic Documentation Formatting,2,3
2023-07-11,Fill-ins,Equipment Asset Tag Updates,3,2
2023-07-11,Thankless Tasks,Manual Testing Process Maintenance,3,51
2023-07-11,Executive Support,Board Meeting Technology Setup,2,2
2023-07-11,Business Operations,Invoice Processing System Problems,1,11
2023-07-11,User Support High,Customer Service Critical Tool Failures,8,2
2023-07-11,User Support High,Executive Assistant Critical Tool Issues,3,4
2023-07-11,User Support High,Key Client Presentation System Issues,2,2
2023-07-11,User Support High,Revenue Team Critical System Problems,4,2
2023-07-11,User Support Standard,Software Installation Basic Help,2,1
2023-07-11,User Support Standard,Printer Setup Basic Assistance,4,1
2023-07-11,User Support Standard,File Access Standard Permission Issues,7,2
2023-07-11,User Support Standard,Phone System Basic Setup,5,2
2023-07-11,User Support Standard,Mobile Device Standard Configuration,2,2
2023-07-11,User Support Standard,Account Creation Standard Requests,7,1
2023-07-11,User Support Standard,Basic Training Standard Sessions,4,1
2023-07-12,Quick Wins,Automated Backup Monitoring,2,8
2023-07-12,Quick Wins,Certificate Expiration Alerts,1,5
2023-07-12,Quick Wins,Memory Usage Alert Thresholds,2,7
2023-07-12,Fill-ins,Printer Toner Replacement Scheduling,3,1
2023-07-12,Fill-ins,Basic Hardware Inventory Updates,1,2
2023-07-12,Fill-ins,Simple Form Template Updates,1,1
2023-07-12,Fill-ins,Meeting Room Equipment Basic Maintenance,4,2
2023-07-12,Fill-ins,Wi-Fi Password Distribution Updates,4,1
2023-07-12,Fill-ins,Basic Documentation Formatting,1,1
2023-07-12,Fill-ins,Simple Calendar Template Updates,1,3
2023-07-12,Fill-ins,Basic File Organization Tasks,1,3
2023-07-12,Fill-ins,Equipment Cable Management,1,2
2023-07-12,Thankless Tasks,Legacy Code Manual Refactoring,1,25
2023-07-12,Thankless Tasks,Outdated Manual Process Documentation,4,35
2023-07-12,Executive Support,C-Suite Technology Access Issues,3,1
2023-07-12,Executive Support,Executive Assistant Technology Problems,2,1
2023-07-12,Executive Support,Strategic Planning Platform Critical Issues,3,1
2023-07-12,Business Operations,Benefits Administration Critical Issues,5,4
2023-07-12,Business Operations,Vendor Payment Processing Issues,1,7
2023-07-12,User Support High,Finance Team System Access Problems,1,1
2023-07-12,User Support High,Customer Service Critical Tool Failures,6,2
2023-07-12,User Support Standard,Software Installation Basic Help,2,2
2023-07-12,User Support Standard,Account Creation Standard Requests,4,2
2023-07-13,Quick Wins,Password Policy Automation,3,6
2023-07-13,Quick Wins,Self-Service Portal Implementation,5,2
2023-07-13,Quick Wins,Database Connection Pooling,3,2
2023-07-13,Quick Wins,Load Balancer Health Checks,1,6
2023-07-13,Quick Wins,Log Rotation Automation,4,4
2023-07-13,Quick Wins,Memory Usage Alert Thresholds,6,5
2023-07-13,Major Projects,Mobile-First Application Complete Redesign,1,178
2023-07-13,Major Projects,Enterprise Content Management Overhaul,1,112
2023-07-13,Fill-ins,Basic Documentation Formatting,4,1
2023-07-13,Fill-ins,Simple Calendar Template Updates,1,2
2023-07-13,Fill-ins,Basic File Organization Tasks,1,1
2023-07-13,Fill-ins,Equipment Cable Management,2,1
2023-07-13,Fill-ins,Simple User Guide Updates,1,1
2023-07-13,Thankless Tasks,Manual Quality Assurance Procedures,1,57
2023-07-13,Executive Support,Executive Dashboard Critical Problems,2,2
2023-07-13,Executive Support,Leadership Portal Access Problems,2,1
2023-07-13,Business Operations,Contract Management System Problems,2,3
2023-07-13,Business Operations,Facilities Management Critical Problems,3,8
2023-07-13,User Support High,Finance Team System Access Problems,2,2
2023-07-13,User Support High,Revenue Team Critical System Problems,3,1
2023-07-13,User Support Standard,VPN Connection Standard Help,2,2
2023-07-13,User Support Standard,File Access Standard Permission Issues,4,1
2023-07-13,User Support Standard,Phone System Basic Setup,9,1
2023-07-13,User Support Standard,Account Creation Standard Requests,3,2
2023-07-13,User Support Standard,Basic Training Standard Sessions,4,1
2023-07-14,Quick Wins,Automated Backup Monitoring,5,7
2023-07-14,Quick Wins,Certificate Expiration Alerts,2,5
2023-07-14,Quick Wins,Automated Error Log Analysis,1,5
2023-07-14,Major Projects,Real-time Analytics Platform Development,1,77
2023-07-14,Fill-ins,Email Signature Template Updates,3,3
2023-07-14,Fill-ins,Printer Toner Replacement Scheduling,3,2
2023-07-14,Fill-ins,Simple Form Template Updates,2,1
2023-07-14,Fill-ins,Wi-Fi Password Distribution Updates,2,2
2023-07-14,Fill-ins,Simple Report Template Updates,3,3
2023-07-14,Fill-ins,Equipment Asset Tag Updates,3,2
2023-07-14,Fill-ins,Simple Calendar Template Updates,3,3
2023-07-14,Fill-ins,Basic File Organization Tasks,2,3
2023-07-14,Thankless Tasks,Outdated System Manual Documentation,4,20
2023-07-14,Thankless Tasks,Complex Manual Data Reconciliation,2,35
2023-07-14,Executive Support,Board Meeting Technology Setup,2,1
2023-07-14,Business Operations,Purchase Order System Critical Failures,6,9
2023-07-14,Business Operations,Facilities Management Critical Problems,3,4
2023-07-14,User Support High,Customer Service Critical Tool Failures,2,4
2023-07-14,User Support High,Remote Access Critical VPN Problems,5,3
2023-07-14,User Support High,Critical Project Team Tool Failures,1,2
2023-07-14,User Support High,Revenue Team Critical System Problems,4,1
2023-07-14,User Support Standard,Password Reset Requests,3,2
2023-07-14,User Support Standard,Email Configuration Standard Support,9,2
2023-07-14,User Support Standard,Printer Setup Basic Assistance,2,1
2023-07-14,User Support Standard,VPN Connection Standard Help,9,1
2023-07-14,User Support Standard,Basic Training Standard Sessions,1,2
2023-07-15,Quick Wins,Certificate Expiration Alerts,4,3
2023-07-15,Fill-ins,Simple Calendar Template Updates,7,3
2023-07-15,Executive Support,Executive Dashboard Critical Problems,1,2
2023-07-15,User Support High,Revenue Team Critical System Problems,2,4
2023-07-15,User Support Standard,Printer Setup Basic Assistance,2,2
2023-07-16,Quick Wins,Password Policy Automation,1,8
2023-07-16,Quick Wins,Certificate Expiration Alerts,3,2
2023-07-16,Quick Wins,Basic Security Patch Automation,3,6
2023-07-16,Quick Wins,Service Health Dashboard,3,8
2023-07-16,Fill-ins,Wi-Fi Password Distribution Updates,2,3
2023-07-16,Thankless Tasks,Legacy Interface Manual Updates,3,39
2023-07-16,Critical Infrastructure,Network Backbone Complete Outage,1,1
2023-07-16,Business Operations,Expense Management Critical Issues,4,7
2023-07-16,User Support High,Critical Project Team Tool Failures,3,2
2023-07-16,User Support Standard,Password Reset Requests,6,1
2023-07-16,User Support Standard,Printer Setup Basic Assistance,4,2
2023-07-16,User Support Standard,Phone System Basic Setup,7,2
2023-07-17,Quick Wins,Password Policy Automation,1,6
2023-07-17,Quick Wins,Automated Backup Monitoring,5,7
